ID,TITLE,URL,DATE,URL_STATUS
100,ANTI,anti178.com,2022/07/24,3
101,ANTI,anti261.top,2022/07/17,3
102,ANTI,ianti178.com,2022/08/14,3
103,ANTI,ianti178.com,2022/07/31,3
104,ANTI,ianti666.xyz,2022/08/28,3
105,ANTI,ianti999.top,2022/08/07,3
106,APEX,apexcoin.tw,2022/10/31,3
107,APEX,cropty5138.apexcoins.cc,2022/12/18,3
108,APEX,cropty5138.apexcoins.cc,2022/12/11,3
109,APEX,crypto5138.apex-coin.co,2022/10/16,3
110,APEX,crypto5138.apexcoins.club,2022/11/13,3
111,APEX,crypto5138.apexcoins.online,2022/11/27,3
112,APEX,p8.apexcoins.cc,2022/12/04,3
113,APEX,p8.apexcoins.club,2022/12/25,3
114,APEX,p8.apexcoins.net,2022/10/20,3
115,APEX,phn.apex-coins.live,2023/01/03,3
116,APEX,www.apexcoins.online,2022/11/20,3
117,APEX,www.tw-apex-coins.top,2023/01/10,3
118,ARCH,meta.archtntn.com,2022/05/15,3
119,ARCH,mkp.archinux.com,2023/02/14,3
120,ARCH,mkp.richenkrents.com,2023/01/17,3
121,ARCH,mkp.richenkrents.com,2023/01/03,3
122,ARCH,mvs.richenraents.com,2023/02/28,3
123,ARCH,nft.archtntn.com,2022/06/19,3
124,ARCH,nft.archtntn.com,2022/06/12,3
125,ARCH,nft.richenatets.com,2022/11/27,3
126,ARCH,nft.richenxtds.com,2022/07/24,3
127,AREA（AER）,qwmloop.top,2022/03/06,3
128,ARQCDC,www.arqcdc.com,2022/09/11,3
129,ARQCDC,www.arqcdc.com,2022/09/04,3
130,ARQCDC,www.arqcdc.com,2022/07/31,3
131,ASOS,tw.asosasts.com,2023/04/03,3
132,ATFX,atfx-tw886.cn.com,2022/03/27,3
133,ATFX,atfxwealthbtc.com,2022/04/24,3
134,ATFX（TFX）,intimemtfx.com,2022/02/06,3
135,ATFX（TFX）,intimemtfx.com,2022/01/23,3
136,ATFX（TFX）,www.infoatfx.com,2022/01/09,3
137,ATFX（TFX）,www.infoatfx.com,2022/01/02,3
138,AU8,app.88au8.com,2022/05/29,3
139,AVAX,www.avax-financemax.com,2022/10/16,3
140,AVAX,www.avax-financemax.com,2022/10/02,3
141,AVAX,www.avax-max.com,2022/10/31,3
142,AVAX,www.avax-max.com,2022/10/20,3
143,AVAX,www.avax-tradeplus.com,2022/12/11,3
144,AVAX,www.avax-tradeplus.com,2022/11/13,3
145,AVAX,www.avax-tradepro.com,2022/12/04,3
146,AVIS,winner.avisxcrypto.com,2022/11/13,3
147,AWDC,art.awdcx.com,2023/03/07,3
148,AWDC,art.awdcx.com,2023/02/28,3
149,AWDC,www.awdcx.com,2023/03/14,3
150,AWDC,www.first.awdcx.com,2023/03/21,3
151,AXT,www.axtdjbe.com,2023/01/10,3
152,AXT,www.axtewbv.com,2023/03/07,3
153,AXT,www.axtewbv.com,2023/02/28,3
154,AXT,www.axtfhio.com,2023/01/31,3
155,AXT,www.axtfhio.com,2023/01/17,3
156,AXT,www.axtkbo.com,2023/02/14,3
157,AXT,www.axtkbo.com,2023/02/07,3
158,AXT,www.meaxt.com,2023/01/03,3
159,AZY-Shpooing,www.azyshopping.tw,2022/05/29,3
160,AZY-Shpooing,www.azytws.com,2022/06/05,3
161,Aavae,aava5defi.xyz,2022/04/10,3
162,Aavae,aavadefipro.com,2022/08/14,3
163,Aavae,www.aavadefi.com,2022/07/10,3
164,Aavae,www.aavae1.xyz,2022/03/06,3
165,Aavae,www.aavedefi-pro.com,2022/07/03,3
166,Aavae,www.aavemarket-pro.com,2022/08/28,3
167,Aavae,www.aaveprox.com,2022/08/21,3
168,Aavae,www.aavespro.com,2022/06/26,3
169,Abelen,aa5265.com,2022/12/25,3
170,Aberdeen Investment Letter,hre.twaberd.com,2022/12/18,3
171,Aberdeen Investment Letter,wdd.twaberd.com,2023/01/03,3
172,Aberdeen Investment Letter,wmm.aberiu.com,2022/10/31,3
173,Aberdeen Investment Letter,wsd.aberiu.com,2022/12/25,3
174,Aberdeen Investment Letter,wsd.rberale.com,2022/11/06,3
175,Accurate Investment,velocity.nyseurex.com,2022/01/02,3
176,Achieve Goals,www.awant1818.xyz,2022/03/13,3
177,Achieve Goals,www.hronxr9.xyz,2022/05/15,3
178,Activ Trades,activtradestw.net,2022/05/29,3
179,Activ Trades,activtradestw.net,2022/05/22,3
180,Activ Trades,www.activtradestww.com,2022/07/10,3
181,Activ Trades,www.activtradetw.com,2022/07/31,3
182,Advanced,www.adrvnecd.com,2022/01/23,3
183,Aeonco購物,twaeonco.com,2023/01/17,3
184,Aeonco購物,twwelcome.com,2023/03/28,3
185,Aeonco購物,welcomeaeon.com,2023/03/21,3
186,Aeonco購物,www.tw-aeonco.com,2023/02/28,3
187,Aetos,appskqtat3fihbjy.jiabohao.com,2022/01/09,3
188,Aisagolden,wealth.aisagoldmxs.com,2023/02/28,3
189,Aisagolden,wealth.aisagoldmxs.com,2023/02/21,3
190,Aisagolden,www.aisagoldmxs.com,2023/03/21,3
191,Allianz,eaisecurities.com.tw,2022/10/02,3
192,Allianz,eaisecurities.com.tw,2022/09/25,3
193,AllsCoin,h5.allscoin.com,2022/06/05,3
194,AllsCoin,www.allscoin.com,2022/06/12,3
195,Ally,h5.usallygroup.com,2022/09/04,3
196,Ally,h5.usallystock.com,2022/08/28,3
197,Ally,h5.usallystock.com,2022/08/21,3
198,Aly Financial,user.alyforex.co,2022/05/15,3
199,Aly Financial,user.alyforex.com,2022/05/29,3
200,Amana,h5.tw-amana-pro.com,2022/10/20,3
201,Amana,h5.tw-amana-pro.com,2022/10/02,3
202,Amana,h5.tw-amana.com,2022/09/04,3
203,Amana,www.amana-exchange.com/down,2022/08/14,3
204,Amazon,0963084.space,2022/09/04,3
205,Amazon,0963084.space,2022/08/28,3
206,Amazon,amazomn.cc,2023/03/14,3
207,Amazon,amazondw.bihui188.com,2022/07/24,3
208,Amazon,dw.amazonshop.work,2022/03/13,3
209,Amazon,dw.chilize.me,2022/02/27,3
210,Amazon,shoppingmall77.xyz,2022/08/07,3
211,Amazon,shoppingmall99.xyz,2022/07/31,3
212,Amazon,www.amabionzshhell.com,2023/01/31,3
213,Amazon,www.amazon24.vip,2023/03/21,3
214,Amazon,www.amz-1.com,2022/11/06,3
215,Amazon,www.amz-5.com,2022/11/13,3
216,Amazon,www.amz-magic.com,2022/12/25,3
217,Amazon,www.amzbizunis.com,2023/01/03,3
218,Amazon,www.amzbuy.store,2022/10/31,3
219,Amazon,www.amzbuy.store,2022/10/20,3
220,Amazon,www.amzsan.com,2022/10/09,3
221,Amazon,www.amzshop.homes,2022/12/11,3
222,Amazon,www.buyamzz.com,2023/01/17,3
223,Amazon,www.buyamzz.com,2022/12/18,3
224,Amazon,www.buyamzz.com,2022/11/27,3
225,Amazon,www.opamzss.com,2022/12/04,3
226,AmbToken,amb267.com,2023/02/28,3
227,Amcor,gbp.amcorx.com,2022/02/13,3
228,Amcor,gbp.annrc.com,2022/04/17,3
229,Amcor,mwlkd.amcorc.com,2022/02/06,3
230,Amcor,mwlkd.annmrx.com,2022/01/23,3
231,Amcor,mwlkd.annrc.com,2022/03/06,3
232,Amcor,pm.annmr.com,2022/01/02,3
233,Amcor,pm.annrc.com,2022/02/27,3
234,Amcor,tigerlord.annmrx.com,2022/01/16,3
235,Ammmine,ammmine.org,2022/03/06,3
236,Amundi,pn3.sechcn.com,2022/02/27,3
237,Amundi,pn3.sechcn.com,2022/02/13,3
238,Anhe Metal交易,sfa.visoser.com,2023/03/14,3
239,Anybuy,anybuymall.com,2023/02/28,3
240,Anybuy,anybuymall.com,2023/02/21,3
241,Anybuy,anybuyshops.com,2023/02/07,3
242,Anybuy,anybuyshops.vip,2023/03/21,3
243,Appletw,2.applettwts.com,2022/11/27,3
244,Appletw,sx09.appleotws.com,2022/10/16,3
245,Aqueduct,www.aqdglobals.com,2023/01/03,3
246,Aqueduct,www.aqdgroups.com,2023/01/31,3
247,Aqueduct,www.aqdgroups.com,2023/01/17,3
248,Archlinux,mkp.archnnesy.com,2023/03/21,3
249,Archlinux,mkp.archnnesy.com,2023/03/14,3
250,Asset account,appdd.me/index/polite/index_trc.html?agent=10333,2022/05/22,3
251,Athenaplace Finance Ltd,athenaplace.net,2022/05/15,3
252,Athenaplace Finance Ltd,athenna-forex.com,2022/08/07,3
253,Athenaplace Finance Ltd,fanti.athenafort.com,2022/06/12,3
254,Athenaplace Finance Ltd,www.a-thenafx.com,2022/06/19,3
255,Athenaplace Finance Ltd,www.athena-forex.com,2022/07/17,3
256,Athenaplace Finance Ltd,www.athenahk.com,2022/10/31,3
257,Athenaplace Finance Ltd,www.athenahk.com,2022/09/04,3
258,Athenaplace Finance Ltd,www.athenahk.com,2022/08/28,3
259,Athenaplace Finance Ltd,www.athenaplacefinance.com,2022/07/24,3
260,Athenaplace Finance Ltd,www.athenaplacevip.com,2022/05/29,3
261,Athenaplace Finance Ltd,www.fx-athenafx.com,2022/11/27,3
262,Athenaplace Finance Ltd,www.fx-athenafx.com,2022/11/13,3
263,Athenaplace Finance Ltd,www.fx-athenafx.com,2022/08/14,3
264,Athenaplace Finance Ltd,www.fxathaplace.com,2022/10/09,3
265,Athenaplace Finance Ltd,www.fxathena.com,2022/07/03,3
266,Athenaplace Finance Ltd,www.fxathena.com,2022/06/26,3
267,Athenaplace Finance Ltd,www.fxathenafx.com,2022/09/11,3
268,Athenaplace Finance Ltd,www.fxathenafx.com,2022/07/10,3
269,Athenaplace Finance Ltd,www.fxathennafx.com,2022/08/21,3
270,Athenaplace Finance Ltd,www.miranofx.com,2022/09/25,3
271,Ausmet,bdiexchange.ausmetw.com,2022/10/09,3
272,Ausmet,overlord.agugm.com,2022/10/02,3
273,Ausmet,overlord.ausmetw.com,2022/09/04,3
274,AvaTrade,kvictor.bleava.com,2022/11/06,3
275,AvaTrade,www.avauur.com,2022/09/11,3
276,AvaTrade,www.avauur.com,2022/09/04,3
277,Avant Finance,www.avant-vip.online,2022/07/31,3
278,A·Z·Y,www.azygww.com,2022/05/22,3
279,BAC,h5.coinbac.net,2022/07/17,3
280,BAC,h5.coinbac.xyz,2022/06/19,3
281,BAC,h5.coinbac.xyz,2022/05/29,3
282,BAC,h5.wwbac.net,2022/03/27,3
283,BANKCEX,bankcex.com,2022/12/25,3
284,BANKCEX,h5.bankcex.club,2022/12/11,3
285,BANKCEX,h5.bankcex.com.tw,2023/01/03,3
286,BANKCEX,h5.bankcex.com.tw,2022/11/27,3
287,BANKCEX,h5.bankcex.com.tw,2022/11/20,3
288,BANKCEX,www.bankcex.mobi,2022/12/18,3
289,BANKCEX,www.o458jd83.xyz/ZFbuVBtV,2022/12/04,3
290,BAS,zhantop.bzeuk.com,2022/12/25,3
291,BBS,bbs157.com,2022/07/17,3
292,BBS,bbs157.net,2022/07/31,3
293,BBS,bbs2001.net,2022/08/14,3
294,BBS,bbs2001.net,2022/06/19,3
295,BBS,bbs2001.net,2022/06/12,3
296,BBS,ibbs168.net,2022/06/26,3
297,BBS,ibbs168.top,2022/07/10,3
298,BBS,ibbs168.top,2022/07/03,3
299,BBS,ibbs168.xyz,2022/07/24,3
300,BBTC,api.bbtc.gold,2022/01/16,3
301,BCH,app.jinniuios2.com/apps/index/97ec10a349318152,2022/02/06,3
302,BCH,file.bchexchanges.com/procoin/BCH.apk,2022/02/13,3
303,BCH,www.bchexchanges.com,2022/01/23,3
304,BCL,bcl-trade.net,2022/10/31,3
305,BCTEX,www.bbctex.com,2022/01/02,3
306,BCTT,bcttan.com,2022/12/25,3
307,BDG,user.bdgvip.com,2022/12/04,3
308,BDG,user.bdgvip.com,2022/11/27,3
309,BDG,user.fxbdg.com,2022/12/25,3
310,BELIVE US,buerap.com,2022/10/16,3
311,BELIVE US,bulvs.com,2022/08/21,3
312,BELIVE US,bushdk.com,2022/12/11,3
313,BELIVE US,bushdk.com,2022/11/20,3
314,BELIVE US,www.buerap.com,2022/10/09,3
315,BELIVE US,www.buriit.com,2022/10/20,3
316,BELIVE US,www.busdiw.com,2022/10/31,3
317,BELIVE US,www.busjeo.com,2022/12/04,3
318,BELIVE US,www.busjeo.com,2022/11/27,3
319,BELIVE US,www.buspre.com,2022/11/13,3
320,BELIVE US,www.buspre.com,2022/11/06,3
321,BELIVE US,www.buvks.com,2022/08/28,3
322,BEONE,wqtdas.cc/WZ36.html,2022/08/21,3
323,BFC,www.bfcwo.com,2022/06/05,3
324,BFC,www.bfcwoz.com,2022/06/26,3
325,BFC,www.bfcwoz.com,2022/06/19,3
326,BFC,www.bfcwoz.com,2022/06/12,3
327,BG賓果,77ideal.cn/denglu.php,2022/12/11,3
328,BIK,app.bikbit.xyz,2022/01/09,3
329,BIL遠東派單,wdd.bilyds.com,2022/08/07,3
330,BIL遠東派單,wdd.bilyds.com,2022/07/31,3
331,BIT SWAP,sss.bitsrose.com,2023/03/28,3
332,BIT SWAP,twtw.bitsrose.com,2023/04/03,3
333,BIT SWAP,www.bitbfsdf.com,2023/03/14,3
334,BITSO,www.bitsoine.com,2022/12/11,3
335,BKEI,tvttiy.vip,2022/01/16,3
336,BKEI,www.tvttiy.vip,2022/02/27,3
337,BKOEX,www.mobile.bkoex.finance,2023/02/21,3
338,BLEX,d.kpdwj908.top,2022/05/15,3
339,BLEX,www.blexem.com,2022/05/22,3
340,BOQ,boqconin.com,2022/02/13,3
341,BOQ,wap.boqex.vip,2022/05/15,3
342,BOX,www.boxbx888.top,2022/11/06,3
343,BOX,www.boxbx888.top,2022/10/31,3
344,BOX,www.boxx.cyou,2022/10/16,3
345,BRK,brk.foundation,2022/12/11,3
346,BRK,brk.ink,2022/11/13,3
347,BRK,brk.ink,2022/11/06,3
348,BRK,brk.life,2022/09/04,3
349,BRK,brk.quest,2022/09/18,3
350,BRK,brk.skin,2022/11/27,3
351,BRK,brkapp.com,2022/07/31,3
352,BRK,brkmart.xyz,2022/07/17,3
353,BRK,brkpro.com,2022/10/16,3
354,BRK,brkshop.com,2022/10/02,3
355,BRK,brkweb.xyz,2022/08/14,3
356,BTCBASE,www.btcbase.cc,2022/08/07,3
357,BTCH,d.appk56728.xyz/?id=bed56bcc1a1c5212ccaa8a3ab7e96324,2022/03/13,3
358,BTCH,d.btchdwl.xyz/?it=bed56bcc1a1c5212ccaa8a3ab7e96324,2022/03/27,3
359,BTCH,www.btchdwko.cc,2022/03/20,3
360,BTF,www.bitfortuneipts.com,2022/12/18,3
361,BTF,www.bitfortuneiptx.com,2022/12/11,3
362,BTF,www.bitfortunexrxx.com,2022/10/20,3
363,BTF,www.bitfortunexxx.com,2022/10/02,3
364,BTF,www.bitfortunexxx.com,2022/09/25,3
365,BTIG,www.btigx.com,2022/09/04,3
366,BTMIN,www.btmineex.com,2023/01/31,3
367,BTMIN,www.btminepx.com,2023/01/10,3
368,BTMIN,www.btminja.com,2023/01/17,3
369,BTMIN,www.btminka.com,2022/12/18,3
370,BTMIN,www.btminlu.com,2023/01/03,3
371,BTMIN,www.btminza.com,2022/11/27,3
372,BTX,bitcore168.com,2022/09/11,3
373,BTX,cryptobtx.com,2023/03/21,3
374,BTX,cryptobtx.com,2023/03/07,3
375,BTX,cryptobtx.com,2023/02/28,3
376,BTX Exchange,bitcorecrypto.cc,2022/04/10,3
377,BTX Exchange,cryptocurrencytradebitcored.com,2022/07/24,3
378,BUX Markets,m.buxmarkets.vip,2022/04/10,3
379,BV玩電商,bvgoing.com,2022/09/11,3
380,BW,bwcryptos.com,2023/03/07,3
381,BW,dejhq.com/1x9mH,2022/11/27,3
382,BW,dejhz.com/1x9mh,2022/11/20,3
383,BW,wap.bwap.vip,2022/02/13,3
384,BW,wwheyue.com,2023/03/14,3
385,BW,www.bwos.vip,2022/02/06,3
386,BW Trade,pzkd3.com/1x9mH,2023/01/03,3
387,BYBIT,bybit.bitby01.com,2023/01/17,3
388,Bakkt.co,baktta.com,2022/05/29,3
389,Bakkt.co,www.bakkts.com,2022/04/24,3
390,Bakkt.co,www.bakktss.com,2022/08/21,3
391,Bakkt.co,www.bakkttw.com,2022/08/07,3
392,Bakkt.co,www.bakktzh.com,2022/09/25,3
393,Bakkt.co,www.bakktzh.com,2022/09/11,3
394,Bakkt.co,www.baktta.com,2022/05/15,3
395,Bakkt.co,www.dldownload4.com,2022/03/20,3
396,Bakkt.co,www.dldownload4.com,2022/03/13,3
397,Bakkt.co,www.htmlco3.com,2022/06/19,3
398,Bancor-AMM,bancoramm-pro.xyz,2022/07/03,3
399,Barnes Group,crm.barnece.com,2022/01/16,3
400,Barnes Group,www.bansgr.com,2022/01/23,3
401,Bbank,coincasso-ex.com,2022/06/05,3
402,Bctex,www.bbctex.com,2022/02/20,3
403,Bctex,www.bbctex.com,2022/02/06,3
404,Bctex,www.bbctex.com,2022/01/23,3
405,Bctex,www.bbctex.com,2022/01/16,3
406,Begonia,app.begonia.today,2022/02/06,3
407,Begonia,download.begoniapro.net,2022/05/08,3
408,Bellagio,a001.bellagio.fun,2022/07/24,3
409,Bellagio,a001.bellagio.today,2022/08/14,3
410,Bellagio,belc.bellagio.casa,2022/09/25,3
411,Bellagio,belc.bellagio.digital,2023/02/28,3
412,Bellagio,belc.bellagio.digital,2022/12/25,3
413,Bellagio,belc.bellagio.work,2022/11/13,3
414,Bellagio,belc.bellagio.world,2022/11/27,3
415,Bellagio,www.belc.bellagio.world,2022/12/04,3
416,Bellmont,bellmoforfx.com,2023/02/14,3
417,Bellmont,bellmonfx.com,2023/01/03,3
418,Bellmont,fxbellemont.com,2023/02/28,3
419,Bellmont,www.beellmonforfx.com,2023/04/03,3
420,Bellmont,www.bellmoforex.com,2023/01/17,3
421,Bellmont,www.fxbellemont.com,2023/02/21,3
422,Bewithvctw,www.bewithvctw.cyou,2022/09/25,3
423,Bewithvctw,www.bewithvctw.cyou,2022/09/18,3
424,Bewithvctw,www.bewithvctw.top,2022/10/09,3
425,Bewithvctw,www.bewithvctw.top,2022/10/02,3
426,BiMax,plusss.bk-bimax.com,2022/01/16,3
427,BiMax,plusss.bk-bimax.com,2022/01/09,3
428,BiTex,ntfin.me,2022/01/16,3
429,Bibox,bibox-pro.org,2023/03/28,3
430,Bibox,bibox-pro.org,2023/03/21,3
431,Bicc,www.bicc66.com,2022/03/13,3
432,Big Uncle,m.bigunclewd.com,2022/03/20,3
433,Big Uncle,m.bigunclewd.com,2022/03/13,3
434,Big Uncle,user.biggloballtd.com,2022/04/10,3
435,Big Uncle,www.biggloballtd.com,2022/06/12,3
436,Big Uncle,www.biguncle.xyz,2022/05/22,3
437,BigBit,wineer.bigbit166.xyz,2022/04/03,3
438,BigBit,wineer.bigbit166.xyz,2022/03/27,3
439,BigBit,wineer.bigbit169.top,2022/03/20,3
440,BigBit,wineer.hkredcross.top,2022/04/17,3
441,BigBit,wineer.sfoxvip.top,2022/05/08,3
442,BigBit,wineer.sfoxvip.top,2022/04/24,3
443,BigBit,wineer.sfoxvip.top,2022/04/10,3
444,BigONE,m.bigonex.co,2022/12/25,3
445,BigONE,m.bigonexc.co,2023/03/14,3
446,Bijing,www.bijingqi.com,2022/12/25,3
447,Bijing,www.bijingtt.com,2023/03/28,3
448,Bikan,www.bikn-tw.com,2022/01/23,3
449,Biking,www.bikinge.vip,2022/11/27,3
450,Bikuex,www.bikuex.com,2022/02/06,3
451,Bilaxy,bilaxy.fit/wxapp,2023/03/07,3
452,Bing Coin,www.dexkhi.com,2023/01/17,3
453,Bing Coins,dexkje.com,2022/12/18,3
454,Bing Coins,dexveq.com,2022/12/04,3
455,Bing Coins,ubcoinsu.com,2023/03/07,3
456,Bing Coins,ubcoinsu.com,2023/02/28,3
457,Bing Coins,www.dexfhu.com,2023/01/03,3
458,Bing Coins,www.dexveq.com,2022/12/11,3
459,Bing Coins,www.twbcoins.com,2023/01/31,3
460,Bing Coins,www.wobcoins.com,2023/02/21,3
461,Bing Token,www.bcwcoin.com,2023/03/21,3
462,Bing Token,www.coinsfux.com,2023/03/28,3
463,Bing Token,www.qwbcoin.com,2023/03/14,3
464,Bing Token,www.qwbcoin.com,2023/03/07,3
465,BingBon,bing-bon.com,2022/07/24,3
466,BingBon,bing-bon.online,2022/11/27,3
467,BingBon,bing-bon.xyz,2022/11/13,3
468,Binpro,usd.binprocdn.com,2022/01/16,3
469,Biobtctw,www.biobtctw.site,2023/01/03,3
470,Biobtctw,www.biobtctw.top,2022/12/04,3
471,Bione,www.bione123.com,2022/01/16,3
472,Bit-C,www.bit-c.co,2022/03/13,3
473,Bit-C,www.bit-c.co,2022/02/13,3
474,Bit-C,www.bit-c.co,2022/02/06,3
475,Bit-C,www.bit-c.co,2022/01/23,3
476,Bit-C,www.bit-c.co,2022/01/16,3
477,Bit-C,www.bit-cone.com,2022/03/06,3
478,Bit-C,www.bit-cone.com,2022/02/27,3
479,Bit-C,www.bit-cone.com,2022/02/20,3
480,Bit-C,www.bit-cpra.com,2022/04/24,3
481,BitCoke,www.bitcokeb.top,2022/05/29,3
482,BitCoke,www.bitcokeb.top,2022/05/22,3
483,BitEx,bitex01.bitextech.com,2023/03/28,3
484,BitEx,bitex01.bitextech.com,2023/03/21,3
485,BitFinex,mnp.twtchxwjy.com,2022/05/29,3
486,BitFinex,www.bitsther.com,2023/03/28,3
487,BitFlyer,fa03.bflyit.com,2022/03/27,3
488,BitFlyer,yeu05.bityyds.com,2022/05/15,3
489,BitForex,bbicone.top,2022/12/18,3
490,BitForex,bitforapp.com,2023/03/28,3
491,BitForex,expoex.top/h5,2022/11/20,3
492,BitForex,sdugnmmss1391.top,2022/11/06,3
493,BitKeep,bitkeyep88.cc,2022/02/27,3
494,BitKub,1011111.com,2022/10/09,3
495,BitKub,h592.com,2022/11/20,3
496,BitKub,jqq5.com,2022/10/20,3
497,BitKub,m89.net,2022/09/11,3
498,BitMEX,mex67.bitmex5.com,2022/04/17,3
499,BitMEX,mex70.bitmex5.com,2022/06/05,3
500,BitMEX,mex70.bitmex5.com,2022/05/29,3
501,BitMEX,mex71.8bitmex.com,2022/09/04,3
502,BitMEX,mex99.6bitmex.com,2022/07/17,3
503,BitMEX,mex99.bitmex7.com,2022/06/12,3
504,BitMEX,www.bnexsusdts.com,2022/01/23,3
505,BitMEX,www.winning92.xyz,2022/01/02,3
506,BitMXC,bitmxc.net,2023/02/21,3
507,BitMex,56bit.bitmexx03.com,2022/12/25,3
508,BitMex,mex58.bitmexx02.com,2022/11/13,3
509,BitMex,mex61.8bitmex.com,2022/10/16,3
